text_id,page,component,element_type,visible_text,file_path,line_number,verdict
TXT-231,SignalLogs,PageHeader,subtitle,Every trading iteration decision — why the bot traded or didn't,options-bot/ui/src/pages/SignalLogs.tsx,355,PASS
TXT-232,SignalLogs,SignalLogs,button_label,Export CSV,options-bot/ui/src/pages/SignalLogs.tsx,365,PASS
TXT-233,SignalLogs,FilterBar,option_text,No profiles,options-bot/ui/src/pages/SignalLogs.tsx,139,PASS
TXT-234,SignalLogs,FilterBar,option_text,All Profiles,options-bot/ui/src/pages/SignalLogs.tsx,140,PASS
TXT-235,SignalLogs,FilterBar,option_text,All Decisions,options-bot/ui/src/pages/SignalLogs.tsx,153,PASS
TXT-236,SignalLogs,FilterBar,option_text,Entered,options-bot/ui/src/pages/SignalLogs.tsx,154,PASS
TXT-237,SignalLogs,FilterBar,option_text,Skipped,options-bot/ui/src/pages/SignalLogs.tsx,155,PASS
TXT-238,SignalLogs,FilterBar,label,to,options-bot/ui/src/pages/SignalLogs.tsx,166,PASS
TXT-239,SignalLogs,FilterBar,button_label,Reset (${activeCount}),options-bot/ui/src/pages/SignalLogs.tsx,183,PASS
TXT-240,SignalLogs,SummaryRow,stat_label,Total Signals,options-bot/ui/src/pages/SignalLogs.tsx,213,PASS
TXT-241,SignalLogs,SummaryRow,sub_text,iterations,options-bot/ui/src/pages/SignalLogs.tsx,213,PASS
TXT-242,SignalLogs,SummaryRow,stat_label,Entered,options-bot/ui/src/pages/SignalLogs.tsx,215,PASS
TXT-243,SignalLogs,SummaryRow,sub_text,${entryPct.toFixed(1)}% entry rate,options-bot/ui/src/pages/SignalLogs.tsx,217,PASS
TXT-244,SignalLogs,SummaryRow,stat_label,Skipped,options-bot/ui/src/pages/SignalLogs.tsx,221,PASS
TXT-245,SignalLogs,SummaryRow,sub_text,no trade,options-bot/ui/src/pages/SignalLogs.tsx,221,PASS
TXT-246,SignalLogs,SummaryRow,stat_label,Avg Confidence,options-bot/ui/src/pages/SignalLogs.tsx,223,PASS
TXT-247,SignalLogs,SummaryRow,stat_label,Avg Predicted,options-bot/ui/src/pages/SignalLogs.tsx,223,PASS
TXT-248,SignalLogs,SummaryRow,sub_text,${returns.length} predictions,options-bot/ui/src/pages/SignalLogs.tsx,229,PASS
TXT-249,SignalLogs,SignalLogs,empty_state,No profiles found. Create a profile to see signal logs.,options-bot/ui/src/pages/SignalLogs.tsx,392,PASS
TXT-250,SignalLogs,SignalLogs,empty_state,No signals match the current filters.,options-bot/ui/src/pages/SignalLogs.tsx,407,PASS
TXT-251,SignalLogs,SignalLogs,empty_state,No signal logs recorded yet. Start trading to see decisions here.,options-bot/ui/src/pages/SignalLogs.tsx,408,PASS
TXT-252,SignalLogs,SignalLogs,button_label,Clear filters,options-bot/ui/src/pages/SignalLogs.tsx,415,PASS
TXT-253,SignalLogs,ColHeader,th,Time,options-bot/ui/src/pages/SignalLogs.tsx,424,PASS
TXT-254,SignalLogs,ColHeader,th,Symbol,options-bot/ui/src/pages/SignalLogs.tsx,425,PASS
TXT-255,SignalLogs,ColHeader,th,Price,options-bot/ui/src/pages/SignalLogs.tsx,426,PASS
TXT-256,SignalLogs,ColHeader,th,Predicted,options-bot/ui/src/pages/SignalLogs.tsx,427,PASS
TXT-257,SignalLogs,SignalLogs,th,Predictor,options-bot/ui/src/pages/SignalLogs.tsx,428,PASS
TXT-258,SignalLogs,ColHeader,th,Stopped At,options-bot/ui/src/pages/SignalLogs.tsx,429,PASS
TXT-259,SignalLogs,SignalLogs,th,Reason,options-bot/ui/src/pages/SignalLogs.tsx,430,PASS
TXT-260,SignalLogs,ColHeader,th,Entered,options-bot/ui/src/pages/SignalLogs.tsx,431,PASS
TXT-261,SignalLogs,SignalLogs,th,Trade ID,options-bot/ui/src/pages/SignalLogs.tsx,432,PASS
TXT-262,SignalLogs,SignalLogs,dynamic_text,${step}. ${STEP_NAMES[step]},options-bot/ui/src/pages/SignalLogs.tsx,470,PASS
TXT-263,SignalLogs,SignalLogs,status_text,✓ All passed,options-bot/ui/src/pages/SignalLogs.tsx,471,PASS
TXT-264,SignalLogs,SignalLogs,status_text,Trade entered,options-bot/ui/src/pages/SignalLogs.tsx,474,PASS
TXT-265,SignalLogs,SignalLogs,badge_text,YES,options-bot/ui/src/pages/SignalLogs.tsx,482,PASS
TXT-266,SignalLogs,SignalLogs,badge_text,NO,options-bot/ui/src/pages/SignalLogs.tsx,482,PASS
TXT-267,SignalLogs,SignalLogs,dynamic_text,${(predicted * 100).toFixed(0)}% conf,options-bot/ui/src/pages/SignalLogs.tsx,460,PASS
TXT-268,SignalLogs,SignalLogs,footer_text,${sorted.length} of ${signals?.length ?? 0} signals,options-bot/ui/src/pages/SignalLogs.tsx,501,PASS
TXT-269,SignalLogs,SignalLogs,footer_text,(filtered),options-bot/ui/src/pages/SignalLogs.tsx,502,PASS
TXT-270,SignalLogs,SignalLogs,footer_text,Sorted by ${sortField} ${dir},options-bot/ui/src/pages/SignalLogs.tsx,504,PASS
TXT-271,SignalLogs,STEP_NAMES,constant,Pre-check,options-bot/ui/src/pages/SignalLogs.tsx,17,PASS
TXT-272,SignalLogs,STEP_NAMES,constant,No price,options-bot/ui/src/pages/SignalLogs.tsx,18,PASS
TXT-273,SignalLogs,STEP_NAMES,constant,Bars,options-bot/ui/src/pages/SignalLogs.tsx,19,PASS
TXT-274,SignalLogs,STEP_NAMES,constant,Features,options-bot/ui/src/pages/SignalLogs.tsx,20,PASS
TXT-275,SignalLogs,STEP_NAMES,constant,Options,options-bot/ui/src/pages/SignalLogs.tsx,21,PASS
TXT-276,SignalLogs,STEP_NAMES,constant,Prediction,options-bot/ui/src/pages/SignalLogs.tsx,22,PASS
TXT-277,SignalLogs,STEP_NAMES,constant,Threshold,options-bot/ui/src/pages/SignalLogs.tsx,23,PASS
TXT-278,SignalLogs,STEP_NAMES,constant,Direction,options-bot/ui/src/pages/SignalLogs.tsx,24,PASS
TXT-279,SignalLogs,STEP_NAMES,constant,PDT,options-bot/ui/src/pages/SignalLogs.tsx,25,PASS
TXT-280,SignalLogs,STEP_NAMES,constant,Earnings,options-bot/ui/src/pages/SignalLogs.tsx,26,PASS
TXT-281,SignalLogs,STEP_NAMES,constant,EV filter,options-bot/ui/src/pages/SignalLogs.tsx,27,PASS
TXT-282,SignalLogs,STEP_NAMES,constant,Liquidity,options-bot/ui/src/pages/SignalLogs.tsx,28,PASS
TXT-283,SignalLogs,STEP_NAMES,constant,Delta limit,options-bot/ui/src/pages/SignalLogs.tsx,29,PASS
TXT-284,SignalLogs,STEP_NAMES,constant,Position size,options-bot/ui/src/pages/SignalLogs.tsx,30,PASS
TXT-285,SignalLogs,STEP_NAMES,constant,Order,options-bot/ui/src/pages/SignalLogs.tsx,31,PASS
TXT-286,SignalLogs,STEP_NAMES,constant,DB log,options-bot/ui/src/pages/SignalLogs.tsx,32,PASS
TXT-287,System,PageHeader,heading,System Status,options-bot/ui/src/pages/System.tsx,326,PASS
TXT-288,System,PageHeader,subtitle,"Connections, PDT tracking, uptime, error log",options-bot/ui/src/pages/System.tsx,327,PASS
TXT-289,System,System,button_label,Refresh,options-bot/ui/src/pages/System.tsx,335,PASS
TXT-290,System,System,section_label,Trading Engine,options-bot/ui/src/pages/System.tsx,346,PASS
TXT-291,System,System,badge_text,${tradingStatus.total_running} running,options-bot/ui/src/pages/System.tsx,350,PASS
TXT-292,System,System,button_label,Quick Start,options-bot/ui/src/pages/System.tsx,365,PASS
TXT-293,System,System,button_label,Stop All,options-bot/ui/src/pages/System.tsx,377,PASS
TXT-294,System,System,label,Select profiles to start,options-bot/ui/src/pages/System.tsx,387,PASS
TXT-295,System,System,empty_state,No profiles available. All are either running or lack a trained model.,options-bot/ui/src/pages/System.tsx,392,PASS
TXT-296,System,System,button_label,Start ${n} Profile(s),options-bot/ui/src/pages/System.tsx,423,PASS
TXT-297,System,System,button_label,Select all,options-bot/ui/src/pages/System.tsx,431,PASS
TXT-298,System,System,button_label,Cancel,options-bot/ui/src/pages/System.tsx,437,PASS
TXT-299,System,System,empty_state,No trading processes.,options-bot/ui/src/pages/System.tsx,460,PASS
TXT-300,System,System,empty_state,"Click Quick Start to launch trading.",options-bot/ui/src/pages/System.tsx,462,PASS
TXT-301,System,System,error_label,Status Check Errors (${count}),options-bot/ui/src/pages/System.tsx,485,PASS
TXT-302,System,System,paragraph,These errors occurred during this status poll. Shown values may be defaults.,options-bot/ui/src/pages/System.tsx,494,PASS
TXT-303,System,System,section_label,Connections,options-bot/ui/src/pages/System.tsx,502,PASS
TXT-304,System,ConnectionCard,conn_name,Backend API,options-bot/ui/src/pages/System.tsx,508,PASS
TXT-305,System,ConnectionCard,detail_text,v${health.version} · FastAPI,options-bot/ui/src/pages/System.tsx,510,PASS
TXT-306,System,ConnectionCard,detail_text,Cannot reach localhost:8000,options-bot/ui/src/pages/System.tsx,510,PASS
TXT-307,System,ConnectionCard,sub_text,Last checked: ${timestamp},options-bot/ui/src/pages/System.tsx,511,PASS
TXT-308,System,ConnectionCard,conn_name,Alpaca,options-bot/ui/src/pages/System.tsx,515,PASS
TXT-309,System,ConnectionCard,detail_text,${subscription} · ${equity} equity,options-bot/ui/src/pages/System.tsx,518,PASS
TXT-310,System,ConnectionCard,detail_text,Check API key and network,options-bot/ui/src/pages/System.tsx,519,PASS
TXT-311,System,ConnectionCard,sub_text,localhost:8000 → api.alpaca.markets,options-bot/ui/src/pages/System.tsx,520,PASS
TXT-312,System,ConnectionCard,conn_name,Theta Terminal,options-bot/ui/src/pages/System.tsx,524,PASS
TXT-313,System,ConnectionCard,detail_text,Options data available,options-bot/ui/src/pages/System.tsx,527,PASS
TXT-314,System,ConnectionCard,detail_text,Start Theta Terminal on localhost:25503,options-bot/ui/src/pages/System.tsx,528,PASS
TXT-315,System,ConnectionCard,sub_text,localhost:25503,options-bot/ui/src/pages/System.tsx,529,PASS
TXT-316,System,ConnectionCard,status_text,connected,options-bot/ui/src/pages/System.tsx,84,PASS
TXT-317,System,ConnectionCard,status_text,offline,options-bot/ui/src/pages/System.tsx,84,PASS
TXT-318,System,System,section_label,Circuit Breakers,options-bot/ui/src/pages/System.tsx,539,PASS
TXT-319,System,System,label,Theta:,options-bot/ui/src/pages/System.tsx,558,PASS
TXT-320,System,System,label,Alpaca:,options-bot/ui/src/pages/System.tsx,567,PASS
TXT-321,System,System,dynamic_text,(${thetaFails} fails),options-bot/ui/src/pages/System.tsx,563,PASS
TXT-322,System,System,section_label,PDT Tracking,options-bot/ui/src/pages/System.tsx,592,PASS
TXT-323,System,System,label,Day trades (rolling 5 days),options-bot/ui/src/pages/System.tsx,602,PASS
TXT-324,System,System,label,/ 3,options-bot/ui/src/pages/System.tsx,607,PASS
TXT-325,System,System,alert_text,Day trade limit reached — new round-trips blocked,options-bot/ui/src/pages/System.tsx,622,PASS
TXT-326,System,StatRow,label,Account equity,options-bot/ui/src/pages/System.tsx,630,PASS
TXT-327,System,StatRow,label,PDT restriction,options-bot/ui/src/pages/System.tsx,635,PASS
TXT-328,System,StatRow,value,"Active (< $25K)",options-bot/ui/src/pages/System.tsx,636,PASS
TXT-329,System,StatRow,value,"None (≥ $25K)",options-bot/ui/src/pages/System.tsx,636,PASS
TXT-330,System,StatRow,label,Day trades used,options-bot/ui/src/pages/System.tsx,640,PASS
TXT-331,System,StatRow,label,Remaining,options-bot/ui/src/pages/System.tsx,645,PASS
TXT-332,System,StatRow,value,Unlimited,options-bot/ui/src/pages/System.tsx,646,PASS
TXT-333,System,System,loading_text,Loading…,options-bot/ui/src/pages/System.tsx,657,PASS
TXT-334,System,System,error_text,Unable to fetch PDT status,options-bot/ui/src/pages/System.tsx,657,PASS
TXT-335,System,System,section_label,Portfolio Snapshot,options-bot/ui/src/pages/System.tsx,666,PASS
TXT-336,System,StatRow,label,Portfolio value,options-bot/ui/src/pages/System.tsx,672,PASS
TXT-337,System,StatRow,label,Active profiles,options-bot/ui/src/pages/System.tsx,673,PASS
TXT-338,System,StatRow,label,Open positions,options-bot/ui/src/pages/System.tsx,676,PASS
TXT-339,System,StatRow,label,PDT day trades,options-bot/ui/src/pages/System.tsx,681,PASS
TXT-340,System,StatRow,label,Alpaca subscription,options-bot/ui/src/pages/System.tsx,685,PASS
TXT-341,System,System,error_text,Backend offline,options-bot/ui/src/pages/System.tsx,690,PASS
TXT-342,System,System,section_label,Runtime,options-bot/ui/src/pages/System.tsx,699,PASS
TXT-343,System,System,label,Backend uptime,options-bot/ui/src/pages/System.tsx,705,PASS
TXT-344,System,StatRow,label,API version,options-bot/ui/src/pages/System.tsx,710,PASS
TXT-345,System,StatRow,label,API host,options-bot/ui/src/pages/System.tsx,711,PASS
TXT-346,System,StatRow,value,localhost:8000,options-bot/ui/src/pages/System.tsx,711,PASS
TXT-347,System,StatRow,label,Theta host,options-bot/ui/src/pages/System.tsx,712,PASS
TXT-348,System,StatRow,value,localhost:25503,options-bot/ui/src/pages/System.tsx,712,PASS
TXT-349,System,System,error_label,Last Error,options-bot/ui/src/pages/System.tsx,718,PASS
TXT-350,System,System,title_attr,Clear error logs,options-bot/ui/src/pages/System.tsx,724,PASS
TXT-351,System,System,status_text,No recent errors,options-bot/ui/src/pages/System.tsx,741,PASS
TXT-352,System,System,section_label,Error Log,options-bot/ui/src/pages/System.tsx,759,PASS
TXT-353,System,System,badge_text,${errorCount} error(s),options-bot/ui/src/pages/System.tsx,766,PASS
TXT-354,System,System,badge_text,${warnCount} warning(s),options-bot/ui/src/pages/System.tsx,771,PASS
TXT-355,System,System,button_label,Clear,options-bot/ui/src/pages/System.tsx,790,PASS
TXT-356,System,System,option_text,Last 25,options-bot/ui/src/pages/System.tsx,800,PASS
TXT-357,System,System,option_text,Last 50,options-bot/ui/src/pages/System.tsx,801,PASS
TXT-358,System,System,option_text,Last 100,options-bot/ui/src/pages/System.tsx,802,PASS
TXT-359,System,System,option_text,Last 200,options-bot/ui/src/pages/System.tsx,803,PASS
TXT-360,System,System,empty_state,No errors or warnings in the log.,options-bot/ui/src/pages/System.tsx,815,PASS
TXT-361,System,System,button_label,Load more entries…,options-bot/ui/src/pages/System.tsx,832,PASS
TXT-362,System,TradingProcessRow,dynamic_text,PID ${process.pid},options-bot/ui/src/pages/System.tsx,196,PASS
TXT-363,System,TradingProcessRow,dynamic_text,started ${timestamp},options-bot/ui/src/pages/System.tsx,198,PASS
TXT-364,System,TradingProcessRow,title_attr,Restart,options-bot/ui/src/pages/System.tsx,206,PASS
TXT-365,System,TradingProcessRow,title_attr,Stop,options-bot/ui/src/pages/System.tsx,211,PASS
TXT-366,ProfileForm,ProfileForm,heading,Edit Profile,options-bot/ui/src/components/ProfileForm.tsx,186,PASS
TXT-367,ProfileForm,ProfileForm,heading,New Profile,options-bot/ui/src/components/ProfileForm.tsx,186,PASS
TXT-368,ProfileForm,ProfileForm,label,Profile Name,options-bot/ui/src/components/ProfileForm.tsx,197,PASS
TXT-369,ProfileForm,ProfileForm,placeholder,e.g. TSLA Swing,options-bot/ui/src/components/ProfileForm.tsx,202,PASS
TXT-370,ProfileForm,ProfileForm,label,Strategy Preset,options-bot/ui/src/components/ProfileForm.tsx,211,PASS
TXT-371,ProfileForm,ProfileForm,preset_name,swing,options-bot/ui/src/components/ProfileForm.tsx,228,PASS
TXT-372,ProfileForm,ProfileForm,preset_name,general,options-bot/ui/src/components/ProfileForm.tsx,228,PASS
TXT-373,ProfileForm,ProfileForm,preset_name,scalp,options-bot/ui/src/components/ProfileForm.tsx,228,PASS
TXT-374,ProfileForm,ProfileForm,preset_desc,Mean-reversion options trades. 7–45 DTE. Hold up to 7 days.,options-bot/ui/src/components/ProfileForm.tsx,53,PASS
TXT-375,ProfileForm,ProfileForm,preset_desc,Trend-following options trades. 21–60 DTE. Hold up to 21 days.,options-bot/ui/src/components/ProfileForm.tsx,54,PASS
TXT-376,ProfileForm,ProfileForm,preset_desc,"0DTE intraday scalping on SPY. 1-min bars. Same-day exit. Requires $25K+ equity.",options-bot/ui/src/components/ProfileForm.tsx,55,PASS
TXT-377,ProfileForm,ProfileForm,warning_text,"Scalp requires $25,000+ portfolio equity for unlimited day trades (PDT rule). Positions are auto-closed by 3:45 PM ET daily.",options-bot/ui/src/components/ProfileForm.tsx,237,PASS
TXT-378,ProfileForm,ProfileForm,label,Symbols,options-bot/ui/src/components/ProfileForm.tsx,246,PASS
TXT-379,ProfileForm,ProfileForm,placeholder,e.g. NVDA,options-bot/ui/src/components/ProfileForm.tsx,269,PASS
TXT-380,ProfileForm,ProfileForm,hint_text,Press Enter or + to add. Minimum 1 symbol.,options-bot/ui/src/components/ProfileForm.tsx,284,PASS
TXT-381,ProfileForm,ProfileForm,button_label,Advanced Risk Parameters,options-bot/ui/src/components/ProfileForm.tsx,295,PASS
TXT-382,ProfileForm,ConfigSlider,slider_label,Max Position Size,options-bot/ui/src/components/ProfileForm.tsx,301,PASS
TXT-383,ProfileForm,ConfigSlider,hint_text,Portfolio % per trade,options-bot/ui/src/components/ProfileForm.tsx,306,PASS
TXT-384,ProfileForm,ConfigSlider,slider_label,Max Contracts,options-bot/ui/src/components/ProfileForm.tsx,309,PASS
TXT-385,ProfileForm,ConfigSlider,hint_text,Contracts per position,options-bot/ui/src/components/ProfileForm.tsx,314,PASS
TXT-386,ProfileForm,ConfigSlider,slider_label,Max Concurrent Positions,options-bot/ui/src/components/ProfileForm.tsx,317,PASS
TXT-387,ProfileForm,ConfigSlider,hint_text,Open positions at once,options-bot/ui/src/components/ProfileForm.tsx,322,PASS
TXT-388,ProfileForm,ConfigSlider,slider_label,Max Daily Trades,options-bot/ui/src/components/ProfileForm.tsx,325,PASS
TXT-389,ProfileForm,ConfigSlider,hint_text,New entries per day,options-bot/ui/src/components/ProfileForm.tsx,330,PASS
TXT-390,ProfileForm,ConfigSlider,slider_label,Max Daily Loss,options-bot/ui/src/components/ProfileForm.tsx,333,PASS
TXT-391,ProfileForm,ConfigSlider,hint_text,Daily P&L floor before pause,options-bot/ui/src/components/ProfileForm.tsx,338,PASS
TXT-392,ProfileForm,ConfigSlider,slider_label,Min Confidence,options-bot/ui/src/components/ProfileForm.tsx,342,PASS
TXT-393,ProfileForm,ConfigSlider,hint_text,Minimum classifier confidence to enter trade (0.60 = 60%),options-bot/ui/src/components/ProfileForm.tsx,347,PASS
TXT-394,ProfileForm,ProfileForm,button_label,Cancel,options-bot/ui/src/components/ProfileForm.tsx,369,PASS
TXT-395,ProfileForm,ProfileForm,button_label,Save Changes,options-bot/ui/src/components/ProfileForm.tsx,379,PASS
TXT-396,ProfileForm,ProfileForm,button_label,Create Profile,options-bot/ui/src/components/ProfileForm.tsx,379,PASS
TXT-397,ProfileForm,ProfileForm,error_message,Name is required.,options-bot/ui/src/components/ProfileForm.tsx,170,PASS
TXT-398,ProfileForm,ProfileForm,error_message,At least one symbol is required.,options-bot/ui/src/components/ProfileForm.tsx,171,PASS
TXT-399,ProfileForm,ProfileForm,confirm_dialog,You have unsaved changes. Discard them?,options-bot/ui/src/components/ProfileForm.tsx,162,PASS
TXT-400,ConnIndicator,ConnIndicator,status_text,connected,options-bot/ui/src/components/ConnIndicator.tsx,12,PASS
TXT-401,ConnIndicator,ConnIndicator,status_text,offline,options-bot/ui/src/components/ConnIndicator.tsx,12,PASS
TXT-402,PnlCell,PnlCell,fallback_text,—,options-bot/ui/src/components/PnlCell.tsx,8,PASS
TXT-403,Dashboard,StatCard,stat_value,—,options-bot/ui/src/pages/Dashboard.tsx,470,PASS
TXT-404,ProfileDetail,ProfileDetail,scalp_emoji,⚡,options-bot/ui/src/pages/ProfileDetail.tsx,462,PASS
TXT-405,System,System,loading_text,Loading…,options-bot/ui/src/pages/System.tsx,690,PASS
TXT-406,System,System,loading_text,Backend offline,options-bot/ui/src/pages/System.tsx,747,PASS
TXT-407,System,System,loading_text,Loading…,options-bot/ui/src/pages/System.tsx,747,PASS
TXT-408,ProfileDetail,ProfileDetail,detail_sep,·,options-bot/ui/src/pages/ProfileDetail.tsx,415,PASS
TXT-409,Dashboard,Dashboard,pdt_value,∞,options-bot/ui/src/pages/Dashboard.tsx,284,PASS
TXT-410,System,System,pdt_value,∞,options-bot/ui/src/pages/System.tsx,641,PASS
TXT-411,ProfileDetail,ProfileDetail,detail_sep, — ,options-bot/ui/src/pages/Dashboard.tsx,521,PASS
TXT-412,Trades,Trades,expand_indicator,↓,options-bot/ui/src/pages/Trades.tsx,480,PASS
TXT-413,Trades,Trades,expand_indicator,↑,options-bot/ui/src/pages/Trades.tsx,480,PASS
TXT-414,System,ErrorRow,expand_indicator,▲,options-bot/ui/src/pages/System.tsx,160,PASS
TXT-415,System,ErrorRow,expand_indicator,▼,options-bot/ui/src/pages/System.tsx,160,PASS
